구간시작시각,VDS_ID,연결방향,방향코드,VDS이정_km,도로이정_km,콘존ID,콘존명,콘존길이_km,원시행수,관측시각수,차로수,교통량_5분,평균속도_5분_km_h,점유율_5분_pct,속도관측행수,점유율유효행수,음수오류행수,전부0행수,속도관측비율,전부0비율,품질상태
2026-08-20 08:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,336.0,87.81,0.475,49,50,0,1,0.9800,0.0200,OK
2026-08-20 08:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,321.0,89.00,0.440,47,50,0,3,0.9400,0.0600,OK
2026-08-20 08:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,358.0,86.89,0.459,47,50,0,3,0.9400,0.0600,OK
2026-08-20 08:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,377.0,83.13,0.518,50,50,0,0,1.0000,0.0000,OK
2026-08-20 09:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,370.0,83.01,0.454,47,50,0,3,0.9400,0.0600,OK
2026-08-20 09:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,398.0,85.24,0.512,49,50,0,1,0.9800,0.0200,OK
2026-08-20 09:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,404.0,83.19,0.482,48,50,0,2,0.9600,0.0400,OK
2026-08-20 09:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,413.0,72.52,0.565,48,50,0,2,0.9600,0.0400,OK
2026-08-20 09:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,429.0,80.27,0.506,46,50,0,4,0.9200,0.0800,OK
2026-08-20 09:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,425.0,74.67,0.654,50,50,0,0,1.0000,0.0000,OK
2026-08-20 09:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,404.0,59.48,0.948,50,50,0,0,1.0000,0.0000,OK
2026-08-20 09:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,383.0,60.87,0.845,43,50,0,7,0.8600,0.1400,OK
2026-08-20 09:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,361.0,73.72,0.641,49,50,0,1,0.9800,0.0200,OK
2026-08-20 09:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,385.0,83.93,0.483,47,50,0,3,0.9400,0.0600,OK
2026-08-20 09:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,374.0,80.34,0.490,47,50,0,3,0.9400,0.0600,OK
2026-08-20 09:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,424.0,78.46,0.509,48,50,0,2,0.9600,0.0400,OK
2026-08-20 10:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,360.0,80.77,0.411,42,50,0,8,0.8400,0.1600,OK
2026-08-20 10:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,339.0,67.21,0.971,48,50,0,2,0.9600,0.0400,OK
2026-08-20 10:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,327.0,57.08,1.836,45,50,0,5,0.9000,0.1000,OK
2026-08-20 10:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,280.0,60.37,1.848,44,50,0,6,0.8800,0.1200,OK
2026-08-20 10:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,275.0,55.19,2.349,41,50,0,9,0.8200,0.1800,OK
2026-08-20 10:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,277.0,57.93,2.348,46,50,0,4,0.9200,0.0800,OK
2026-08-20 10:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,288.0,53.85,2.474,45,50,0,5,0.9000,0.1000,OK
2026-08-20 10:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,268.0,60.16,2.440,47,50,0,3,0.9400,0.0600,OK
2026-08-20 10:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,244.0,62.91,1.741,44,50,0,6,0.8800,0.1200,OK
2026-08-20 10:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,265.0,60.01,1.943,48,50,0,2,0.9600,0.0400,OK
2026-08-20 10:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,250.0,75.14,0.648,47,50,0,3,0.9400,0.0600,OK
2026-08-20 10:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,253.0,90.17,0.450,47,50,0,3,0.9400,0.0600,OK
2026-08-20 11:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,252.0,90.80,0.436,45,50,0,5,0.9000,0.1000,OK
2026-08-20 11:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,261.0,91.16,0.476,49,50,0,1,0.9800,0.0200,OK
2026-08-20 11:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,233.0,89.64,0.489,49,50,0,1,0.9800,0.0200,OK
2026-08-20 11:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,330.0,90.15,0.471,49,50,0,1,0.9800,0.0200,OK
2026-08-20 11:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,307.0,90.31,0.459,48,50,0,2,0.9600,0.0400,OK
2026-08-20 11:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,304.0,89.97,0.485,49,50,0,1,0.9800,0.0200,OK
2026-08-20 11:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,329.0,89.02,0.479,48,50,0,2,0.9600,0.0400,OK
2026-08-20 11:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,289.0,87.20,0.491,49,50,0,1,0.9800,0.0200,OK
2026-08-20 11:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,334.0,86.95,0.514,49,50,0,1,0.9800,0.0200,OK
